damageLevel,hurt,collapse,deltaP,ammoQuantity,outerSideLength,outerSideWidth,outerHeight,roofThick,wallThick,soilThick,liningPlateThick
2,0.24,0.11,5.77E-06,6,4.5,7,4.5,1.5,0.5,2,0.45
4,1,0.2132,0.20835622,25,8.5,7,5.5,1.5,1.5,2,0.4
1,3.39E-06,0,6.78E-06,3,6.5,7,4,1.5,1,2,0.4
1,1.50E-06,0,2.99E-06,3,8,7,6.5,1.5,1.5,2,0.35
2,0.1758,0.0672,3.59E-06,7,7,7,7,1.5,1.5,2,0.45
1,1.47E-05,0,2.94E-05,2,8,7,2.5,1.5,1.5,2,0.35
1,7.23E-06,0,1.45E-05,5,4.5,7,7,1.5,1.5,2,0.45
2,0.19305,0.0787,4.26E-06,9,9.5,7,4.5,1.5,1.5,2,0.4
4,0.92743243,0.141,0.12743243,10,5.5,7,7.5,1.5,0.5,2,0.25
2,0.22335,0.0989,4.97E-06,6,5.5,7,5.5,1.5,1,2,0.3
1,8.40E-07,0,1.68E-06,4,9.5,7,5.5,1.5,1,2,0.4
1,1.39E-06,0,2.79E-06,1,9,7,4.5,1.5,1,2,0.25
4,0.91953222,0.3802,0.11953222,21,7.5,7,6,1.5,0.5,2,0.1
2,0.20595,0.0873,9.30E-06,3,10.5,7,3,1.5,1.5,2,0.3
1,9.10E-07,0,1.81E-06,6,10.5,7,4,1.5,0.5,2,0.4
2,0.2058,0.0872,5.77E-06,3,7.5,7,5,1.5,1.5,2,0.25
2,0.16545,0.0603,3.48E-06,1,8,7,4.5,1.5,1,2,0.15
2,0.21375,0.0925,5.77E-06,7,6.5,7,6,1.5,1.5,2,0.45
1,1.96E-06,0,3.93E-06,1,5,7,7,1.5,1,2,0.3
1,2.71E-05,0,5.42E-05,1,9.5,7,2,1.5,1.5,2,0.15
2,0.2235,0.099,3.48E-06,9,6.5,7,5.5,1.5,1,2,0.4
2,0.16305,0.0587,1.66E-06,4,7.5,7,7,1.5,1,2,0.3
4,1,0.294,0.32473456,7,7.5,7,4,1.5,1.5,2,0.1
1,2.48E-06,0,4.97E-06,2,8,7,5,1.5,1.5,2,0.4
4,0.9060167,0.2011,0.1060167,25,9.5,7,5.5,1.5,0.5,2,0.3
1,3.59E-06,0,7.18E-06,9,10,7,2.5,1.5,0.5,2,0.45
4,1,0.0006,0.42336897,11,8,7,2.5,1.5,1,2,0.35
2,0.28245,0.1383,5.77E-06,1,4,7,5,1.5,0.5,2,0.15
4,0.96836199,0.1897,0.16836199,23,9.5,7,6,1.5,1.5,2,0.25
3,0.30733333,0.1555,3.42E-05,1,6,7,3,1.5,1.5,2,0.1
4,1,0.7701,0.46075813,20,5.5,7,3,1.5,1,2,0.15
2,0.28335,0.1389,2.94E-05,5,8,7,2.5,1.5,1.5,2,0.4
3,0.388,0.216,3.48E-06,16,6,7,6,1.5,1,2,0.45
1,2.83E-06,0,5.67E-06,4,10.5,7,3,1.5,1,2,0.35
1,2.21E-05,0,4.43E-05,4,8,7,2,1.5,1,2,0.45
1,5.50E-07,0,1.10E-06,1,8.5,7,6,1.5,0.5,2,0.3
4,1,0.4015,0.27100455,12,6,7,4.5,1.5,1,2,0.2
4,0.93580976,0.1051,0.13580976,15,7,7,7.5,1.5,1,2,0.4
4,1,0.2001,0.27100455,12,10,7,3,1.5,1,2,0.35
4,0.90510381,0.1353,0.10510381,23,9.5,7,7,1.5,1,2,0.45
4,0.93580976,0.1281,0.13580976,16,8,7,6.5,1.5,1,2,0.35
1,1.26E-06,0,2.53E-06,2,9.5,7,4.5,1.5,1,2,0.4
2,0.2058,0.0872,2.83E-06,11,9.5,7,5.5,1.5,1.5,2,0.45
4,1,0.0016,0.43714392,5,10.5,7,2,1.5,0.5,2,0.2
2,0.17025,0.0635,2.53E-06,4,6.5,7,6.5,1.5,1,2,0.35
2,0.20595,0.0873,2.53E-06,10,9.5,7,4.5,1.5,1,2,0.4
2,0.1635,0.059,2.06E-06,4,9.5,7,6.5,1.5,1.5,2,0.3
2,0.22365,0.0991,5.23E-06,1,5.5,7,4,1.5,0.5,2,0.1
2,0.1974,0.0816,3.04E-06,9,6.5,7,4.5,1.5,0.5,2,0.4
2,0.2652,0.1268,9.30E-06,6,5.5,7,6,1.5,1.5,2,0.25
2,0.2412,0.1108,3.48E-06,4,6,7,6,1.5,1,2,0.2
4,1,0.4631,0.32473456,20,5,7,4.5,1.5,1,2,0.35
2,0.264,0.126,1.40E-05,10,6.5,7,3,1.5,1,2,0.45
4,1,0.2915,0.7973692,22,5.5,7,2,1.5,1,2,0.4
2,0.2799,0.1366,4.50E-06,5,9.5,7,3.5,1.5,1,2,0.25
4,1,0.5234,0.23584941,19,4.5,7,5,1.5,0.5,2,0.1
1,7.20E-07,0,1.43E-06,1,10,7,7.5,1.5,1.5,2,0.3
2,0.17265,0.0651,4.77E-06,12,9,7,3,1.5,0.5,2,0.45
1,0.00021755,0,0.00043509,10,4.5,7,2,1.5,1.5,2,0.4
1,1.50E-06,0,2.99E-06,5,7,7,5.5,1.5,1,2,0.4
4,0.96317792,0.3128,0.16317792,19,5.5,7,6,1.5,0.5,2,0.25
2,0.19005,0.0767,2.79E-06,2,8,7,4,1.5,0.5,2,0.2
3,0.49506667,0.2963,5.73E-05,3,4.5,7,2.5,1.5,1,2,0.2
3,0.38453333,0.2134,3.42E-05,13,7.5,7,2.5,1.5,1.5,2,0.3
1,7.00E-07,0,1.40E-06,5,10.5,7,4.5,1.5,0.5,2,0.45
1,3.09E-06,0,6.18E-06,1,6,7,4.5,1.5,1,2,0.45
4,0.93682308,0.1668,0.13682308,25,10.5,7,5,1.5,1,2,0.4
4,1,0.6013,0.47444276,9,4.5,7,3.5,1.5,1,2,0.2
3,0.39213333,0.2191,2.14E-05,3,5.5,7,4,1.5,1.5,2,0.25
2,0.1584,0.0556,1.64E-06,2,9.5,7,4.5,1.5,0.5,2,0.2
2,0.19875,0.0825,1.95E-06,7,6.5,7,7.5,1.5,1,2,0.45
3,0.39253333,0.2194,9.68E-06,8,5.5,7,4,1.5,1,2,0.45
1,2.21E-05,0,4.43E-05,1,4.5,7,4,1.5,1.5,2,0.25
3,0.4012,0.2259,3.62E-06,16,5.5,7,6.5,1.5,1,2,0.45
2,0.1959,0.0806,6.18E-06,3,10.5,7,3.5,1.5,1.5,2,0.3
1,3.09E-06,0,6.18E-06,2,8,7,3.5,1.5,1,2,0.3
1,1.15E-06,0,2.31E-06,3,5,7,6.5,1.5,0.5,2,0.4
2,0.2436,0.1124,2.39E-06,2,7.5,7,4.5,1.5,0.5,2,0.1
4,1,0.5703,0.56133017,17,4.5,7,3,1.5,1,2,0.35
2,0.261,0.124,1.40E-06,12,10.5,7,4.5,1.5,0.5,2,0.35
2,0.1656,0.0604,8.50E-07,2,10,7,6,1.5,0.5,2,0.15
4,0.95225322,0.1065,0.15225322,11,5,7,7,1.5,0.5,2,0.4
4,1,0.2721,0.31197721,19,6,7,5.5,1.5,1.5,2,0.35
4,1,0.3554,0.22240526,17,7,7,6.5,1.5,1.5,2,0.15
2,0.1644,0.0596,1.95E-06,9,6,7,6,1.5,0.5,2,0.45
4,0.95836415,0.2496,0.15836415,16,7,7,5,1.5,0.5,2,0.2
1,9.70E-07,0,1.95E-06,2,8,7,6,1.5,1,2,0.3
2,0.22755,0.1017,8.49E-06,9,7,7,4.5,1.5,1.5,2,0.4
4,1,0.0837,0.3090332,14,8.5,7,3,1.5,1,2,0.4
2,0.29295,0.1453,8.01E-06,1,4.5,7,5.5,1.5,1,2,0.15
4,0.95836415,0.1388,0.15836415,15,10,7,6,1.5,1.5,2,0.3
4,1,0.5072,0.60511924,21,6.5,7,2,1.5,0.5,2,0.25
1,6.20E-07,0,1.23E-06,6,9.5,7,6.5,1.5,1,2,0.4
1,3.59E-06,0,7.18E-06,5,10,7,2.5,1.5,0.5,2,0.3
4,1,0.1305,0.42336897,10,8,7,3,1.5,1.5,2,0.45
2,0.2514,0.1176,2.27E-05,1,7,7,3,1.5,1.5,2,0.15
4,1,0.162,0.20523421,14,10.5,7,4.5,1.5,1.5,2,0.35
3,0.4892,0.2919,4.43E-05,9,5.5,7,3,1.5,1.5,2,0.45
2,0.1635,0.059,9.50E-07,3,8.5,7,6.5,1.5,0.5,2,0.2
1,4.25E-06,0,8.49E-06,3,5,7,3.5,1.5,0.5,2,0.45
4,0.93890169,0.093,0.13890169,13,8.5,7,6,1.5,1,2,0.4
2,0.1671,0.0614,3.42E-06,5,9.5,7,5,1.5,1.5,2,0.4
2,0.20385,0.0859,3.04E-06,2,4,7,7,1.5,0.5,2,0.2
4,0.91980309,0.091,0.11980309,11,9,7,6.5,1.5,1,2,0.35
4,1,0.4378,0.31197721,16,9,7,3.5,1.5,1.5,2,0.1
3,0.30466667,0.1535,1.66E-06,19,8,7,7,1.5,1,2,0.45
3,0.33306667,0.1748,4.97E-06,16,6.5,7,6.5,1.5,1.5,2,0.35
2,0.23985,0.1099,2.68E-06,5,5.5,7,5.5,1.5,0.5,2,0.3
4,0.90266945,0.2516,0.10266945,23,10.5,7,6.5,1.5,1,2,0.1
4,1,0.2778,0.54115776,11,5,7,4,1.5,1.5,2,0.25
4,1,0.0724,0.21504624,11,9,7,5,1.5,1.5,2,0.35
1,2.55E-06,0,5.10E-06,6,4.5,7,7,1.5,1,2,0.35
4,1,0.4935,0.37437166,25,7.5,7,3.5,1.5,1.5,2,0.3
4,0.97017978,0.1577,0.17017978,16,4.5,7,7,1.5,0.5,2,0.45
4,1,0.102,0.23257692,6,6,7,4,1.5,0.5,2,0.4
3,0.32093333,0.1657,9.68E-06,1,5.5,7,4,1.5,1,2,0.15
2,0.17955,0.0697,3.83E-06,2,6.5,7,7.5,1.5,1.5,2,0.2
1,3.73E-06,0,7.47E-06,3,5,7,5,1.5,1,2,0.45
1,6.38E-06,0,1.28E-05,1,4.5,7,7.5,1.5,1.5,2,0.45
4,0.97204541,0.0748,0.17204541,7,10.5,7,3.5,1.5,0.5,2,0.3
1,5.10E-07,0,1.01E-06,5,7.5,7,7,1.5,0.5,2,0.35
2,0.1629,0.0586,2.99E-06,2,8,7,6.5,1.5,1.5,2,0.2
1,9.12E-06,0,1.82E-05,1,5,7,5,1.5,1.5,2,0.35
1,1.34E-06,0,2.68E-06,5,9,7,6,1.5,1.5,2,0.35
2,0.15045,0.0503,1.30E-06,6,8,7,7.5,1.5,1,2,0.4
3,0.36453333,0.1984,1.92E-06,15,7.5,7,5,1.5,0.5,2,0.35
1,9.30E-07,0,1.86E-06,1,10,7,6.5,1.5,1.5,2,0.45
2,0.17925,0.0695,2.16E-06,7,7,7,5,1.5,0.5,2,0.45
1,4.06E-06,0,8.12E-06,2,6.5,7,3,1.5,0.5,2,0.4
3,0.31346667,0.1601,2.94E-05,5,6,7,2.5,1.5,1,2,0.2
1,2.21E-05,0,4.43E-05,4,5,7,2.5,1.5,1,2,0.45
2,0.2988,0.1492,1.28E-05,6,7.5,7,3.5,1.5,1.5,2,0.45
1,7.20E-07,0,1.43E-06,5,9,7,5,1.5,0.5,2,0.4
4,0.95436135,0.0673,0.15436135,13,9.5,7,6.5,1.5,1.5,2,0.35
1,1.07E-05,0,2.14E-05,2,5.5,7,4,1.5,1.5,2,0.35
4,0.96486275,0.3267,0.16486275,14,9,7,4,1.5,0.5,2,0.15
1,5.13E-06,0,1.03E-05,2,4.5,7,3.5,1.5,0.5,2,0.35
2,0.21795,0.0953,3.93E-06,6,6.5,7,4,1.5,0.5,2,0.45
2,0.19965,0.0831,8.01E-06,6,7,7,3.5,1.5,1,2,0.35
1,4.65E-06,0,9.30E-06,7,8.5,7,2.5,1.5,0.5,2,0.3
1,2.76E-06,0,5.52E-06,6,9.5,7,4,1.5,1.5,2,0.4
4,0.90266945,0.046,0.10266945,7,10.5,7,6.5,1.5,1,2,0.25
1,1.54E-06,0,3.08E-06,2,10,7,5,1.5,1.5,2,0.25
2,0.17175,0.0645,2.61E-06,2,7.5,7,5.5,1.5,1,2,0.2
3,0.30253333,0.1519,5.77E-06,12,6.5,7,6,1.5,1.5,2,0.45
4,0.93827068,0.2123,0.13827068,24,8,7,5,1.5,0.5,2,0.45
2,0.28125,0.1375,1.03E-05,1,6.5,7,4.5,1.5,1.5,2,0.15
1,7.38E-06,0,1.48E-05,2,8.5,7,2.5,1.5,1,2,0.25
4,1,0.3035,0.38161383,3,5.5,7,5,1.5,1.5,2,0.15
2,0.23595,0.1073,3.62E-06,4,7,7,5,1.5,1,2,0.25
1,5.49E-06,0,1.10E-05,2,7,7,4,1.5,1.5,2,0.25
2,0.1755,0.067,1.78E-06,2,9,7,7.5,1.5,1.5,2,0.15
2,0.2454,0.1136,5.40E-06,6,6.5,7,3.5,1.5,0.5,2,0.35
1,3.59E-06,0,7.18E-06,5,7,7,3,1.5,0.5,2,0.4
4,0.99150968,0.1846,0.19150968,11,4,7,7,1.5,0.5,2,0.25
2,0.19455,0.0797,2.21E-06,9,6.5,7,7,1.5,1,2,0.45
2,0.15585,0.0539,1.95E-06,1,6.5,7,7.5,1.5,1,2,0.15
4,1,0.1447,0.44206355,3,6.5,7,3.5,1.5,1.5,2,0.1
1,3.89E-06,0,7.79E-06,4,9.5,7,2.5,1.5,0.5,2,0.25
4,0.94920813,0.2213,0.14920813,24,8,7,6,1.5,1,2,0.3
1,1.52E-06,0,3.04E-06,1,8.5,7,6,1.5,1.5,2,0.3
3,0.34026667,0.1802,2.75E-05,1,4.5,7,2.5,1.5,0.5,2,0.1
2,0.2277,0.1018,3.48E-06,7,7.5,7,6.5,1.5,1.5,2,0.4
2,0.22365,0.0991,3.93E-06,7,6.5,7,4,1.5,0.5,2,0.45
4,1,0.2195,0.8856911,21,6.5,7,2,1.5,1.5,2,0.35
1,0.0897,0.0299,6.80E-07,2,10.5,7,6.5,1.5,0.5,2,0.2
1,8.13E-05,0,0.0001626,6,6,7,2,1.5,1.5,2,0.45
2,0.17565,0.0671,2.02E-06,9,8.5,7,7.5,1.5,1.5,2,0.35
4,0.97968172,0.379,0.17968172,23,7.5,7,7.5,1.5,1.5,2,0.15
2,0.26745,0.1283,5.23E-06,1,5.5,7,4,1.5,0.5,2,0.15
2,0.1767,0.0678,2.24E-06,6,9,7,5,1.5,1,2,0.35
1,2.25E-06,0,4.50E-06,5,10.5,7,4,1.5,1.5,2,0.35
2,0.22275,0.0985,2.21E-06,10,6.5,7,7,1.5,1,2,0.4
1,2.87E-05,0,5.73E-05,4,7,7,2,1.5,1,2,0.35
3,0.31653333,0.1624,8.49E-06,5,7,7,4.5,1.5,1.5,2,0.25
2,0.2706,0.1304,1.10E-05,1,5.5,7,5.5,1.5,1.5,2,0.1
2,0.1893,0.0762,3.48E-06,4,8,7,4.5,1.5,1,2,0.25
4,0.92556511,0.3252,0.12556511,11,6,7,7,1.5,0.5,2,0.15
2,0.1926,0.0784,4.77E-06,7,7.5,7,5.5,1.5,1.5,2,0.45
4,1,0.331,0.50570777,3,5,7,3,1.5,1,2,0.1
1,6.02E-06,0,1.21E-05,5,7,7,3,1.5,1,2,0.35
4,1,0.5048,0.78708773,25,7.5,7,2,1.5,1.5,2,0.25
2,0.2475,0.115,1.03E-05,7,10,7,3,1.5,1.5,2,0.35
2,0.1581,0.0554,1.64E-06,4,9.5,7,4.5,1.5,0.5,2,0.25
1,1.26E-06,0,2.53E-06,2,8.5,7,4,1.5,0.5,2,0.25
1,2.21E-05,0,4.43E-05,8,4,7,3,1.5,1,2,0.35
1,0.1443,0.0481,1.28E-06,1,6.5,7,7,1.5,0.5,2,0.15
2,0.2478,0.1152,2.16E-06,2,4.5,7,7.5,1.5,0.5,2,0.15
4,0.92556511,0.0952,0.12556511,14,8,7,7,1.5,1,2,0.25
1,5.49E-06,0,1.10E-05,6,5,7,6.5,1.5,1.5,2,0.45
4,1,0.2065,0.85701514,4,5,7,2,1.5,1,2,0.1
1,4.65E-06,0,9.30E-06,3,10.5,7,3,1.5,1.5,2,0.4
1,1.34E-06,0,2.68E-06,1,7.5,7,7.5,1.5,1.5,2,0.3
4,1,0.4013,0.56133017,15,9.5,7,2,1.5,1,2,0.15
2,0.1548,0.0532,6.78E-06,9,9.5,7,3,1.5,1,2,0.45
2,0.25875,0.1225,9.30E-06,10,5.5,7,6,1.5,1.5,2,0.45
1,1.07E-05,0,2.14E-05,3,7,7,2.5,1.5,1,2,0.3
2,0.1719,0.0646,2.16E-06,8,7,7,5,1.5,0.5,2,0.4
4,1,0.6871,0.42336897,20,5,7,3.5,1.5,1,2,0.2
4,1,0.7671,0.7973692,24,5.5,7,2,1.5,1,2,0.15
4,1,0.4854,0.32473456,18,6,7,3,1.5,0.5,2,0.3
1,8.27E-06,0,1.65E-05,3,6,7,4,1.5,1.5,2,0.4
4,0.97726916,0.1835,0.17726916,13,8.5,7,6.5,1.5,1.5,2,0.2
3,0.43986667,0.2549,1.33E-05,3,5.5,7,5,1.5,1.5,2,0.2
1,1.74E-06,0,3.48E-06,2,7,7,4,1.5,0.5,2,0.35
4,1,0.1527,0.32473456,11,5,7,4.5,1.5,1,2,0.4
2,0.2874,0.1416,7.18E-06,5,5.5,7,3.5,1.5,0.5,2,0.3
4,0.92556511,0.1156,0.12556511,12,8,7,7,1.5,1,2,0.2
2,0.2196,0.0964,2.79E-06,5,8,7,5,1.5,1,2,0.25
1,9.36E-06,0,1.87E-05,11,7.5,7,2.5,1.5,1,2,0.4
1,1.22E-06,0,2.44E-06,5,4.5,7,7,1.5,0.5,2,0.45
4,1,0.3762,0.61071691,21,8.5,7,2,1.5,1,2,0.45
3,0.41053333,0.2329,4.50E-06,12,8,7,4,1.5,1,2,0.35
2,0.18675,0.0745,2.68E-06,5,7,7,4.5,1.5,0.5,2,0.4
2,0.198,0.082,4.77E-06,5,9,7,3,1.5,0.5,2,0.3
4,1,0.1166,0.34670713,13,5.5,7,3,1.5,0.5,2,0.4
2,0.2055,0.087,4.50E-06,1,5,7,6.5,1.5,1,2,0.1
2,0.15435,0.0529,1.95E-06,4,8,7,6,1.5,1,2,0.35
4,1,0.166,0.29070152,10,5.5,7,3.5,1.5,0.5,2,0.45
1,1.59E-06,0,3.17E-06,3,9,7,5.5,1.5,1.5,2,0.4
2,0.20115,0.0841,1.16E-06,10,7.5,7,6.5,1.5,0.5,2,0.3
1,5.49E-06,0,1.10E-05,4,7,7,4,1.5,1.5,2,0.4
1,1.25E-05,0,2.49E-05,2,6.5,7,2.5,1.5,1,2,0.2
4,0.6926852,0.0278,0.07408565,5,10.5,7,7,1.5,0.5,2,0.35
4,0.99009032,0.1661,0.19009032,21,6,7,6.5,1.5,1,2,0.35
2,0.2535,0.119,9.30E-06,3,6.5,7,3.5,1.5,1,2,0.25
1,2.17E-06,0,4.34E-06,4,8.5,7,5,1.5,1.5,2,0.35
1,4.65E-06,0,9.30E-06,3,6.5,7,3.5,1.5,1,2,0.45
4,0.99594516,0.0691,0.19594516,8,7,7,7.5,1.5,1.5,2,0.35
3,0.3036,0.1527,7.18E-06,8,4,7,4.5,1.5,0.5,2,0.35
2,0.228,0.102,6.18E-06,8,6,7,3.5,1.5,0.5,2,0.45
3,0.41173333,0.2338,4.43E-05,13,5.5,7,3,1.5,1.5,2,0.45
4,0.97968172,0.3453,0.17968172,14,10,7,3.5,1.5,0.5,2,0.15
1,1.46E-06,0,2.91E-06,1,9.5,7,3.5,1.5,0.5,2,0.2
1,3.90E-07,0,7.90E-07,6,10.5,7,6,1.5,0.5,2,0.45
4,0.90790424,0.0426,0.10790424,6,10.5,7,5,1.5,0.5,2,0.2
2,0.26865,0.1291,1.51E-05,2,7,7,3.5,1.5,1.5,2,0.15
2,0.1686,0.0624,3.59E-06,3,8.5,7,5.5,1.5,1.5,2,0.25
1,1.47E-05,0,2.94E-05,2,8,7,2.5,1.5,1.5,2,0.25
2,0.1818,0.0712,2.79E-06,7,5.5,7,7.5,1.5,1,2,0.4
1,0.1311,0.0437,1.12E-06,1,10.5,7,5,1.5,0.5,2,0.15
2,0.15825,0.0555,4.04E-06,9,10,7,3,1.5,0.5,2,0.35
4,0.99150968,0.3484,0.19150968,24,8.5,7,6,1.5,1.5,2,0.15
4,1,0.2905,0.63829292,11,5.5,7,3,1.5,1.5,2,0.2
4,1,0.2945,0.54115776,22,5,7,4,1.5,1.5,2,0.3
2,0.1779,0.0686,4.11E-06,3,8,7,5.5,1.5,1.5,2,0.25
1,2.02E-06,0,4.04E-06,8,5.5,7,4.5,1.5,0.5,2,0.45
2,0.21345,0.0923,4.20E-06,5,6.5,7,5,1.5,1,2,0.45
4,1,0.1792,0.24403061,19,5.5,7,5.5,1.5,1,2,0.4
2,0.1986,0.0824,2.28E-06,8,8.5,7,7,1.5,1.5,2,0.4
1,2.25E-06,0,4.50E-06,2,4.5,7,7.5,1.5,1,2,0.3
2,0.15825,0.0555,1.73E-06,7,8,7,5,1.5,0.5,2,0.4
2,0.1695,0.063,1.95E-06,2,5.5,7,6.5,1.5,0.5,2,0.2
2,0.1569,0.0546,5.67E-06,7,10.5,7,3,1.5,1,2,0.4
4,0.80264368,0.0853,0.08783046,22,10.5,7,6,1.5,0.5,2,0.4
2,0.2988,0.1492,1.10E-05,5,5.5,7,5.5,1.5,1.5,2,0.3
3,0.31506667,0.1613,9.68E-06,3,4.5,7,5,1.5,1,2,0.25
2,0.2169,0.0946,6.18E-06,2,6,7,6.5,1.5,1.5,2,0.2
2,0.17025,0.0635,1.95E-06,5,5.5,7,6.5,1.5,0.5,2,0.35
4,0.99150968,0.2845,0.19150968,17,8.5,7,6,1.5,1.5,2,0.1
2,0.1665,0.061,1.95E-06,4,6,7,6,1.5,0.5,2,0.25
4,1,0.0004,0.29070152,10,10,7,2.5,1.5,0.5,2,0.45
4,0.99556498,0.0974,0.19556498,9,5.5,7,7,1.5,1,2,0.3
2,0.27885,0.1359,1.03E-05,4,6,7,5,1.5,1.5,2,0.35
1,2.17E-06,0,4.34E-06,3,8.5,7,5,1.5,1.5,2,0.3
4,0.94171254,0.1269,0.14171254,10,9.5,7,7,1.5,1.5,2,0.2
4,1,0.5547,0.30432279,15,6,7,4,1.5,1,2,0.1
1,7.23E-06,0,1.45E-05,1,6.5,7,2.5,1.5,0.5,2,0.4
4,1,0.2139,0.23925824,13,9,7,4.5,1.5,1.5,2,0.25
4,0.93481318,0.0975,0.13481318,21,7.5,7,7,1.5,1,2,0.4
4,1,0.2866,0.29070152,12,4,7,4.5,1.5,0.5,2,0.3
2,0.2481,0.1154,2.03E-05,4,9.5,7,2.5,1.5,1.5,2,0.2
1,4.80E-07,0,9.50E-07,4,9.5,7,7.5,1.5,1,2,0.45
3,0.358,0.1935,7.47E-06,8,5.5,7,4.5,1.5,1,2,0.45
1,2.21E-05,0,4.43E-05,2,6,7,2,1.5,0.5,2,0.4
2,0.18675,0.0745,3.62E-06,1,7,7,5,1.5,1,2,0.1
4,1,0.2416,0.85701514,18,5,7,2,1.5,1,2,0.35
1,1.14E-05,0,2.27E-05,3,4,7,7.5,1.5,1.5,2,0.4
1,2.25E-06,0,4.50E-06,1,4.5,7,7.5,1.5,1,2,0.35
1,1.07E-05,0,2.14E-05,1,4,7,4,1.5,1,2,0.25
2,0.1914,0.0776,1.19E-06,9,9,7,5.5,1.5,0.5,2,0.3
1,2.19E-06,0,4.38E-06,3,9.5,7,3,1.5,0.5,2,0.2
3,0.34426667,0.1832,4.04E-05,5,7,7,2.5,1.5,1.5,2,0.45
4,1,0.001,0.52674889,9,4.5,7,2.5,1.5,0.5,2,0.4
4,1,0.2184,0.25724641,13,8.5,7,3.5,1.5,1,2,0.4
4,1,0.3783,0.23925824,21,5,7,4.5,1.5,0.5,2,0.35
4,0.91716216,0.072,0.11716216,4,7,7,6.5,1.5,0.5,2,0.2
2,0.1734,0.0656,2.53E-06,3,6.5,7,6.5,1.5,1,2,0.25
4,1,0.751,0.45244943,23,4,7,3,1.5,0.5,2,0.35
1,0.00010532,0,0.00021064,4,5.5,7,2,1.5,1.5,2,0.25
4,1,0.2802,0.22636781,17,9.5,7,4.5,1.5,1.5,2,0.25
1,0.1314,0.0438,1.70E-06,1,10.5,7,5,1.5,1,2,0.1
4,1,0.5859,0.39127005,25,6.5,7,3,1.5,1,2,0.3
4,0.9936933,0.2418,0.1936933,5,8.5,7,4.5,1.5,1,2,0.15
1,2.88E-06,0,5.77E-06,5,8,7,3,1.5,0.5,2,0.4
2,0.19275,0.0785,3.62E-06,3,5.5,7,6.5,1.5,1,2,0.25
4,0.92556511,0.0722,0.12556511,13,10.5,7,7,1.5,1.5,2,0.35
2,0.20115,0.0841,4.02E-06,5,8.5,7,4,1.5,1,2,0.25
1,4.80E-06,0,9.60E-06,1,5,7,7,1.5,1.5,2,0.2
3,0.39986667,0.2249,4.88E-05,1,6.5,7,2.5,1.5,1.5,2,0.1
4,0.95225322,0.2267,0.15225322,9,6.5,7,5.5,1.5,0.5,2,0.15
4,0.97396078,0.0789,0.17396078,4,7,7,6,1.5,1,2,0.25
4,1,0.1205,0.29070152,7,7,7,3,1.5,0.5,2,0.3
2,0.15495,0.0533,1.43E-06,3,9,7,5,1.5,0.5,2,0.3
4,1,0.2075,0.6164895,13,7,7,2.5,1.5,1.5,2,0.3
1,1.47E-05,0,2.94E-05,8,5.5,7,3.5,1.5,1.5,2,0.4
1,1.01E-05,0,2.03E-05,1,9.5,7,2.5,1.5,1.5,2,0.1
1,2.17E-06,0,4.34E-06,5,6.5,7,7,1.5,1.5,2,0.4
1,5.70E-06,0,1.14E-05,5,7.5,7,2.5,1.5,0.5,2,0.45
4,0.94920813,0.3133,0.14920813,20,10.5,7,6,1.5,1.5,2,0.15
2,0.16965,0.0631,2.53E-06,2,7,7,6,1.5,1,2,0.2
1,3.04E-05,0,6.08E-05,2,5,7,3,1.5,1.5,2,0.25
1,3.09E-06,0,6.18E-06,4,5.5,7,7.5,1.5,1.5,2,0.4
2,0.1716,0.0644,8.30E-06,4,8.5,7,3,1.5,1,2,0.2
4,0.95683506,0.1736,0.15683506,21,10.5,7,4.5,1.5,1,2,0.25
2,0.2274,0.1016,1.21E-05,6,7,7,3,1.5,1,2,0.4
2,0.16545,0.0603,1.40E-06,9,10.5,7,4.5,1.5,0.5,2,0.45
2,0.23505,0.1067,8.30E-06,5,8.5,7,3,1.5,1,2,0.35
1,4.65E-06,0,9.30E-06,1,4,7,4,1.5,0.5,2,0.2
4,1,0.7821,0.41058251,21,4.5,7,3,1.5,0.5,2,0.15
3,0.44866667,0.2615,3.42E-05,7,6,7,3,1.5,1.5,2,0.3
4,0.93138254,0.3437,0.13138254,19,7.5,7,5.5,1.5,0.5,2,0.15
2,0.1602,0.0568,2.18E-06,2,7,7,6.5,1.5,1,2,0.2
4,1,0.1736,0.39127005,9,6.5,7,3,1.5,1,2,0.25
1,2.44E-05,0,4.88E-05,3,4,7,5,1.5,1.5,2,0.25
1,1.74E-06,0,3.48E-06,6,10.5,7,4.5,1.5,1.5,2,0.45
2,0.1536,0.0524,1.40E-06,3,10.5,7,4.5,1.5,0.5,2,0.3
4,1,0.1712,0.21504624,8,9,7,5,1.5,1.5,2,0.25
4,0.9060167,0.1227,0.1060167,9,9.5,7,5.5,1.5,0.5,2,0.2
1,0.1344,0.0448,2.06E-06,1,9.5,7,6.5,1.5,1.5,2,0.15
1,7.00E-07,0,1.40E-06,4,10.5,7,4.5,1.5,0.5,2,0.45
1,3.60E-07,0,7.30E-07,5,10,7,6.5,1.5,0.5,2,0.4
4,1,0.2549,0.22841195,13,8.5,7,5,1.5,1.5,2,0.25
1,3.59E-06,0,7.18E-06,1,10,7,2.5,1.5,0.5,2,0.25
3,0.31013333,0.1576,3.24E-06,17,4.5,7,6,1.5,0.5,2,0.45
2,0.16815,0.0621,5.67E-06,1,10.5,7,3,1.5,1,2,0.15
