damageLevel,hurt,collapse,deltaP,ammoQuantity,outerSideLength,outerSideWidth,outerHeight,roofThick,wallThick,soilThick,liningPlateThick
2,0.1776,0.0684,2.31E-06,19,9,7,6.5,1.5,1.5,2,0.45
4,0.95436135,0.2684,0.15436135,19,8.5,7,5.5,1.5,1,2,0.2
1,1.98E-05,0,3.95E-05,1,8.5,7,2,1.5,1,2,0.35
1,4.65E-06,0,9.30E-06,2,6,7,3,1.5,0.5,2,0.15
2,0.2319,0.1046,6.82E-06,8,6.5,7,5.5,1.5,1.5,2,0.45
2,0.2385,0.109,7.18E-06,3,7,7,3,1.5,0.5,2,0.3
4,0.94920813,0.2443,0.14920813,25,10,7,4,1.5,0.5,2,0.4
3,0.3868,0.2151,4.88E-05,6,6.5,7,2.5,1.5,1.5,2,0.35
4,1,0.4447,0.38161383,25,6.5,7,4,1.5,1.5,2,0.4
1,2.39E-06,0,4.77E-06,1,4,7,5.5,1.5,0.5,2,0.45
1,2.48E-06,0,4.97E-06,2,9,7,3.5,1.5,1,2,0.45
4,0.91793891,0.1088,0.11793891,14,9.5,7,5,1.5,0.5,2,0.4
1,4.65E-06,0,9.30E-06,5,7.5,7,4,1.5,1.5,2,0.45
3,0.39506667,0.2213,1.92E-05,8,5.5,7,2.5,1.5,0.5,2,0.3
1,7.30E-07,0,1.47E-06,1,8,7,7,1.5,1,2,0.3
4,1,0.4537,0.36426543,16,5,7,4,1.5,1,2,0.15
4,0.95836415,0.168,0.15836415,14,8,7,4.5,1.5,0.5,2,0.3
3,0.358,0.1935,1.65E-05,8,5,7,3.5,1.5,1,2,0.45
1,2.39E-06,0,4.77E-06,4,6,7,7.5,1.5,1.5,2,0.35
1,0.1179,0.0393,1.04E-06,8,8,7,6.5,1.5,0.5,2,0.3
4,0.9060167,0.1008,0.1060167,11,9.5,7,5.5,1.5,0.5,2,0.25
2,0.28065,0.1371,9.30E-06,9,6.5,7,3.5,1.5,1,2,0.45
4,1,0.2414,0.38161383,4,4,7,5,1.5,1,2,0.1
2,0.2718,0.1312,6.99E-06,7,8.5,7,4,1.5,1.5,2,0.4
2,0.21405,0.0927,2.61E-06,18,8.5,7,6.5,1.5,1.5,2,0.4
4,1,0.054,0.21331471,13,10.5,7,3.5,1.5,1,2,0.45
4,1,0.1538,0.23925824,18,7,7,6,1.5,1.5,2,0.35
4,1,0.0913,0.21504624,7,8,7,3.5,1.5,0.5,2,0.3
1,1.62E-06,0,3.24E-06,10,4.5,7,6,1.5,0.5,2,0.45
4,0.91953222,0.3692,0.11953222,21,7.5,7,6,1.5,0.5,2,0.15
4,1,0.1169,0.21504624,9,5,7,5,1.5,0.5,2,0.25
2,0.2835,0.139,8.49E-06,9,9,7,3.5,1.5,1.5,2,0.4
4,0.95836415,0.0837,0.15836415,3,4.5,7,7.5,1.5,0.5,2,0.2
1,2.10E-06,0,4.20E-06,3,5.5,7,6,1.5,1,2,0.35
4,0.99594516,0.2108,0.19594516,12,5,7,5.5,1.5,0.5,2,0.3
1,0.1494,0.0498,1.74E-06,6,8.5,7,6,1.5,1,2,0.45
2,0.2631,0.1254,1.45E-05,10,6.5,7,2.5,1.5,0.5,2,0.4
1,4.12E-06,0,8.24E-06,1,6.5,7,5,1.5,1.5,2,0.4
3,0.47146667,0.2786,2.75E-05,3,4.5,7,2.5,1.5,0.5,2,0.2
2,0.2373,0.1082,1.92E-06,5,7.5,7,5,1.5,0.5,2,0.3
2,0.27405,0.1327,1.54E-05,11,4.5,7,3,1.5,0.5,2,0.45
1,4.25E-06,0,8.49E-06,9,9,7,2.5,1.5,0.5,2,0.4
2,0.2076,0.0884,6.99E-06,2,7.5,7,3.5,1.5,1,2,0.2
3,0.33173333,0.1738,1.65E-05,1,6,7,4,1.5,1.5,2,0.1
1,8.50E-07,0,1.71E-06,4,5.5,7,7,1.5,0.5,2,0.35
1,1.03E-06,0,2.06E-06,3,8.5,7,5.5,1.5,1,2,0.2
4,0.93580976,0.0395,0.13580976,6,10.5,7,6.5,1.5,1.5,2,0.35
4,0.99009032,0.1229,0.19009032,13,8,7,6.5,1.5,1.5,2,0.3
4,1,0.3077,0.21246413,7,10.5,7,3,1.5,0.5,2,0.15
3,0.308,0.156,6.18E-06,11,6,7,4.5,1.5,1,2,0.4
1,5.40E-06,0,1.08E-05,6,5.5,7,3,1.5,0.5,2,0.45
2,0.2319,0.1046,2.21E-06,10,7.5,7,6,1.5,1,2,0.4
1,1.39E-06,0,2.79E-06,1,4.5,7,6.5,1.5,0.5,2,0.35
1,1.96E-06,0,3.93E-06,2,6.5,7,4,1.5,0.5,2,0.35
4,1,0.4649,0.36426543,15,5,7,4,1.5,1,2,0.2
1,0.1362,0.0454,1.28E-06,3,6.5,7,7,1.5,0.5,2,0.25
4,1,0.2072,0.50570777,13,6.5,7,2.5,1.5,1,2,0.45
2,0.1746,0.0664,3.48E-06,4,8,7,6,1.5,1.5,2,0.3
2,0.2904,0.1436,3.83E-06,4,8,7,3.5,1.5,0.5,2,0.25
4,0.96072727,0.1761,0.16072727,18,7.5,7,6,1.5,1,2,0.3
2,0.2037,0.0858,4.77E-06,10,9,7,4.5,1.5,1.5,2,0.4
1,7.23E-06,0,1.45E-05,5,8.5,7,3,1.5,1.5,2,0.45
1,3.39E-06,0,6.78E-06,1,6.5,7,4,1.5,1,2,0.45
1,9.70E-07,0,1.95E-06,4,8.5,7,4.5,1.5,0.5,2,0.35
1,3.09E-06,0,6.18E-06,6,5,7,4,1.5,0.5,2,0.3
4,0.99594516,0.1853,0.19594516,13,9,7,3.5,1.5,0.5,2,0.25
4,0.96486275,0.2908,0.16486275,20,10.5,7,5.5,1.5,1.5,2,0.1
4,1,0.5791,0.45244943,23,7.5,7,3,1.5,1.5,2,0.15
1,1.78E-05,0,3.56E-05,4,9,7,2,1.5,1,2,0.25
2,0.2718,0.1312,1.33E-05,2,5.5,7,3.5,1.5,1,2,0.1
2,0.1869,0.0746,2.31E-06,5,5,7,6.5,1.5,0.5,2,0.3
4,1,0.7348,0.78708773,19,4.5,7,3,1.5,1.5,2,0.15
2,0.20205,0.0847,2.79E-06,5,4.5,7,6.5,1.5,0.5,2,0.3
1,2.05E-06,0,4.11E-06,2,6,7,5.5,1.5,1,2,0.35
3,0.38573333,0.2143,5.77E-06,15,4,7,5,1.5,0.5,2,0.45
1,2.88E-06,0,5.77E-06,1,8,7,3,1.5,0.5,2,0.3
1,1.79E-06,0,3.59E-06,4,8.5,7,5.5,1.5,1.5,2,0.45
2,0.17745,0.0683,2.16E-06,9,4.5,7,7.5,1.5,0.5,2,0.4
4,1,0.1941,0.95765771,23,6,7,2,1.5,1.5,2,0.35
2,0.2523,0.1182,6.18E-06,8,9,7,4,1.5,1.5,2,0.45
1,2.82E-06,0,5.64E-06,1,7,7,5.5,1.5,1.5,2,0.2
1,4.60E-07,0,9.20E-07,3,9.5,7,6,1.5,0.5,2,0.4
2,0.15435,0.0529,2.03E-06,6,9.5,7,5,1.5,1,2,0.4
3,0.3572,0.1929,1.03E-05,6,6,7,5,1.5,1.5,2,0.35
1,9.60E-07,0,1.92E-06,2,7.5,7,5,1.5,0.5,2,0.25
1,1.98E-05,0,3.95E-05,7,8.5,7,2,1.5,1,2,0.45
3,0.3088,0.1566,7.18E-06,5,4,7,4.5,1.5,0.5,2,0.25
1,2.87E-05,0,5.73E-05,6,7,7,2,1.5,1,2,0.45
4,1,0.0617,0.23925824,11,9,7,3,1.5,0.5,2,0.45
1,9.61E-06,0,1.92E-05,2,10,7,2,1.5,0.5,2,0.15
4,1,0.1399,0.21504624,16,10,7,4.5,1.5,1.5,2,0.4
1,1.08E-06,0,2.16E-06,1,8,7,4.5,1.5,0.5,2,0.45
2,0.25785,0.1219,6.00E-06,6,5.5,7,5,1.5,1,2,0.4
2,0.26265,0.1251,4.63E-06,5,4.5,7,5,1.5,0.5,2,0.3
2,0.20715,0.0881,9.30E-06,6,6,7,3,1.5,0.5,2,0.4
4,0.67531848,0.0752,0.07191481,11,10,7,7.5,1.5,0.5,2,0.2
2,0.24495,0.1133,7.47E-06,4,4.5,7,4,1.5,0.5,2,0.35
1,0.129,0.043,1.47E-06,3,8,7,7,1.5,1,2,0.2
2,0.24585,0.1139,6.00E-06,5,5.5,7,5,1.5,1,2,0.4
4,1,0.301,0.30432279,10,8,7,4,1.5,1.5,2,0.2
1,3.04E-05,0,6.08E-05,1,9,7,2,1.5,1.5,2,0.1
2,0.1764,0.0676,1.51E-06,14,5.5,7,7.5,1.5,0.5,2,0.45
2,0.1743,0.0662,2.02E-06,6,6.5,7,5.5,1.5,0.5,2,0.45
2,0.16425,0.0595,1.78E-06,4,5,7,7.5,1.5,0.5,2,0.35
1,9.60E-07,0,1.92E-06,2,7.5,7,5,1.5,0.5,2,0.2
2,0.2112,0.0908,6.99E-06,3,8.5,7,4,1.5,1.5,2,0.3
1,0.1221,0.0407,1.95E-06,6,10.5,7,6,1.5,1.5,2,0.35
2,0.26115,0.1241,5.77E-06,1,4.5,7,4.5,1.5,0.5,2,0.1
1,1.96E-06,0,3.93E-06,1,7.5,7,4.5,1.5,1,2,0.4
1,4.65E-06,0,9.30E-06,2,5.5,7,6,1.5,1.5,2,0.4
1,1.96E-06,0,3.93E-06,6,5,7,7,1.5,1,2,0.4
1,3.04E-05,0,6.08E-05,5,9,7,2,1.5,1.5,2,0.35
2,0.19275,0.0785,4.77E-06,4,7,7,6,1.5,1.5,2,0.25
4,1,0.5664,0.6164895,19,7,7,2.5,1.5,1.5,2,0.1
4,1,0.3568,0.48616714,16,9,7,2.5,1.5,1.5,2,0.35
1,2.31E-06,0,4.63E-06,7,4.5,7,5,1.5,0.5,2,0.45
4,0.95940392,0.0625,0.15940392,13,7,7,6.5,1.5,1,2,0.45
2,0.19035,0.0769,1.71E-06,5,6.5,7,6,1.5,0.5,2,0.35
4,0.7858248,0.1333,0.0857281,23,9,7,7,1.5,0.5,2,0.3
4,1,0.0002,0.54115776,12,8,7,2.5,1.5,1.5,2,0.4
4,1,0.0025,0.71887295,11,8.5,7,2,1.5,1.5,2,0.35
3,0.30426667,0.1532,1.28E-05,5,9,7,3,1.5,1.5,2,0.25
2,0.21465,0.0931,6.82E-06,1,7,7,5,1.5,1.5,2,0.1
4,0.94677206,0.2434,0.14677206,19,7.5,7,6.5,1.5,1,2,0.2
2,0.264,0.126,6.78E-06,2,4.5,7,6,1.5,1,2,0.2
1,1.74E-06,0,3.48E-06,2,4,7,6.5,1.5,0.5,2,0.3
2,0.16215,0.0581,6.18E-06,3,10,7,3,1.5,1,2,0.25
1,7.20E-07,0,1.43E-06,4,10,7,7.5,1.5,1.5,2,0.45
1,5.13E-06,0,1.03E-05,4,4.5,7,3.5,1.5,0.5,2,0.4
1,5.49E-06,0,1.10E-05,6,8,7,3.5,1.5,1.5,2,0.45
1,2.88E-06,0,5.77E-06,4,4,7,5,1.5,0.5,2,0.4
1,4.65E-06,0,9.30E-06,1,4,7,4,1.5,0.5,2,0.3
2,0.25575,0.1205,4.77E-06,9,7.5,7,5.5,1.5,1.5,2,0.25
4,0.95836415,0.0939,0.15836415,10,4.5,7,7.5,1.5,0.5,2,0.25
4,1,0.3437,0.34945062,9,8,7,3.5,1.5,1.5,2,0.2
3,0.3652,0.1989,6.78E-06,8,6.5,7,4,1.5,1,2,0.4
1,9.61E-06,0,1.92E-05,1,4.5,7,6,1.5,1.5,2,0.4
1,2.92E-06,0,5.83E-06,2,7,7,4,1.5,1,2,0.25
4,1,0.0076,1.86546031,18,4,7,2,1.5,1.5,2,0.4
1,5.50E-07,0,1.10E-06,4,8.5,7,6,1.5,0.5,2,0.45
2,0.2598,0.1232,1.21E-05,1,7,7,3,1.5,1,2,0.1
2,0.23535,0.1069,3.83E-06,18,9,7,5,1.5,1.5,2,0.45
1,6.10E-07,0,1.21E-06,3,8,7,6,1.5,0.5,2,0.3
2,0.17235,0.0649,4.77E-06,2,9,7,3,1.5,0.5,2,0.2
1,3.94E-05,0,7.87E-05,5,8,7,2,1.5,1.5,2,0.45
4,0.96486275,0.2127,0.16486275,12,6,7,5.5,1.5,0.5,2,0.3
4,0.91716216,0.188,0.11716216,21,8.5,7,5.5,1.5,0.5,2,0.25
3,0.45706667,0.2678,3.08E-05,11,5,7,4,1.5,1.5,2,0.45
4,1,0.5628,0.330403,21,5.5,7,4,1.5,1,2,0.1
4,0.99009032,0.2684,0.19009032,22,10,7,4,1.5,1,2,0.35
4,0.88326152,0.1079,0.09790769,12,8.5,7,6.5,1.5,0.5,2,0.35
1,2.61E-06,0,5.23E-06,5,5,7,6,1.5,1,2,0.4
2,0.2121,0.0914,3.48E-06,3,4,7,6.5,1.5,0.5,2,0.25
1,6.64E-06,0,1.33E-05,2,9,7,2.5,1.5,1,2,0.25
3,0.35706667,0.1928,1.28E-05,4,6,7,4.5,1.5,1.5,2,0.25
1,4.65E-06,0,9.30E-06,1,10.5,7,3,1.5,1.5,2,0.2
1,1.34E-06,0,2.68E-06,1,10,7,3.5,1.5,0.5,2,0.25
1,1.37E-06,0,2.75E-06,3,10.5,7,4,1.5,1,2,0.4
1,1.25E-05,0,2.49E-05,3,6.5,7,2.5,1.5,1,2,0.45
2,0.2583,0.1222,3.16E-06,6,7.5,7,5,1.5,1,2,0.3
1,2.05E-06,0,4.11E-06,7,7,7,6.5,1.5,1.5,2,0.45
4,1,0.434,0.78708773,8,7.5,7,2,1.5,1.5,2,0.1
2,0.16245,0.0583,8.90E-07,7,7.5,7,7.5,1.5,0.5,2,0.3
2,0.29175,0.1445,7.18E-06,1,5.5,7,3.5,1.5,0.5,2,0.1
2,0.17565,0.0671,3.10E-06,1,7.5,7,4,1.5,0.5,2,0.1
2,0.159,0.056,1.64E-06,1,9.5,7,4.5,1.5,0.5,2,0.15
4,1,0.3963,0.21504624,22,6.5,7,7.5,1.5,1.5,2,0.1
3,0.35853333,0.1939,1.65E-05,7,5,7,3.5,1.5,1,2,0.35
4,1,0.2755,0.48616714,17,5,7,4.5,1.5,1.5,2,0.4
1,2.02E-05,0,4.04E-05,7,7,7,2.5,1.5,1.5,2,0.4
1,5.20E-07,0,1.04E-06,1,9,7,7.5,1.5,1,2,0.3
2,0.177,0.068,2.79E-06,4,9,7,4.5,1.5,1,2,0.35
2,0.27855,0.1357,3.83E-06,10,9,7,5,1.5,1.5,2,0.25
2,0.16815,0.0621,2.16E-06,1,4.5,7,7.5,1.5,0.5,2,0.1
4,0.74344112,0.1287,0.08043014,23,10.5,7,6.5,1.5,0.5,2,0.25
2,0.1995,0.083,3.83E-06,5,6.5,7,7.5,1.5,1.5,2,0.35
1,8.90E-07,0,1.78E-06,1,9,7,4.5,1.5,0.5,2,0.35
4,1,0.0881,0.20523421,8,8.5,7,3.5,1.5,0.5,2,0.45
4,0.92743243,0.3562,0.12743243,15,5.5,7,7.5,1.5,0.5,2,0.1
1,2.70E-06,0,5.40E-06,1,6.5,7,3.5,1.5,0.5,2,0.25
1,7.50E-07,0,1.51E-06,3,7,7,6,1.5,0.5,2,0.35
4,0.99594516,0.1799,0.19594516,10,9,7,3.5,1.5,0.5,2,0.25
4,1,0.0001,0.23925824,13,9,7,3,1.5,0.5,2,0.45
1,6.02E-06,0,1.21E-05,1,5,7,4,1.5,1,2,0.35
3,0.47346667,0.2801,1.20E-05,21,8,7,3,1.5,1,2,0.4
3,0.3312,0.1734,1.10E-05,7,7,7,4,1.5,1.5,2,0.3
1,5.80E-07,0,1.16E-06,4,7.5,7,6.5,1.5,0.5,2,0.45
1,6.50E-07,0,1.30E-06,3,6,7,7.5,1.5,0.5,2,0.25
3,0.46813333,0.2761,2.94E-05,7,4,7,3.5,1.5,1,2,0.45
2,0.2466,0.1144,3.62E-06,4,5.5,7,6.5,1.5,1,2,0.3
4,0.91716216,0.0974,0.11716216,4,10.5,7,7.5,1.5,1.5,2,0.15
4,1,0.0085,0.83192368,25,5,7,2.5,1.5,1.5,2,0.15
1,2.05E-06,0,4.11E-06,1,7,7,6.5,1.5,1.5,2,0.45
2,0.2916,0.1444,8.49E-06,4,5,7,3.5,1.5,0.5,2,0.3
4,1,0.6026,0.46075813,17,5.5,7,3,1.5,1,2,0.1
1,1.74E-06,0,3.48E-06,4,5,7,7.5,1.5,1,2,0.45
2,0.1755,0.067,3.59E-06,4,8.5,7,5.5,1.5,1.5,2,0.25
2,0.27975,0.1365,8.01E-06,9,6,7,4,1.5,1,2,0.45
2,0.21075,0.0905,5.40E-06,5,6.5,7,3.5,1.5,0.5,2,0.45
1,8.40E-07,0,1.68E-06,3,9.5,7,5.5,1.5,1,2,0.35
1,3.67E-05,0,7.35E-05,2,4.5,7,2,1.5,0.5,2,0.3
1,1.02E-06,0,2.03E-06,3,9.5,7,5,1.5,1,2,0.25
4,1,0.0063,0.38161383,3,9,7,2.5,1.5,1,2,0.1
1,4.30E-07,0,8.60E-07,1,10,7,7.5,1.5,1,2,0.25
1,2.48E-06,0,4.97E-06,6,5.5,7,5.5,1.5,1,2,0.4
3,0.49613333,0.2971,2.42E-05,15,4,7,3,1.5,0.5,2,0.45
1,5.04E-06,0,1.01E-05,3,10.5,7,2.5,1.5,1,2,0.15
3,0.38813333,0.2161,2.27E-05,6,6,7,3.5,1.5,1.5,2,0.35
1,1.03E-06,0,2.06E-06,2,8.5,7,5.5,1.5,1,2,0.3
1,8.27E-06,0,1.65E-05,5,5,7,3.5,1.5,1,2,0.25
3,0.3296,0.1722,4.77E-06,6,9,7,3,1.5,0.5,2,0.25
4,1,0.2728,0.37437166,25,9,7,3,1.5,1.5,2,0.35
4,0.99150968,0.4382,0.19150968,19,4,7,7,1.5,0.5,2,0.2
2,0.21465,0.0931,4.97E-06,1,6,7,5,1.5,1,2,0.1
4,0.92556511,0.0591,0.12556511,7,8,7,7,1.5,1,2,0.45
4,0.99009032,0.3495,0.19009032,25,8,7,6.5,1.5,1.5,2,0.15
2,0.1668,0.0612,1.30E-06,9,10,7,6,1.5,1,2,0.4
4,0.93890169,0.0616,0.13890169,8,8.5,7,6,1.5,1,2,0.35
2,0.21,0.09,2.79E-06,7,8,7,5,1.5,1,2,0.35
4,0.88326152,0.1146,0.09790769,15,8.5,7,6.5,1.5,0.5,2,0.35
4,1,0.0932,0.28366688,16,10,7,3.5,1.5,1.5,2,0.35
2,0.1788,0.0692,2.79E-06,1,9,7,4.5,1.5,1,2,0.15
1,1.14E-05,0,2.27E-05,7,9,7,2,1.5,0.5,2,0.45
1,4.60E-07,0,9.30E-07,2,10.5,7,5.5,1.5,0.5,2,0.35
4,0.80612624,0.0932,0.08826578,24,10.5,7,7.5,1.5,1,2,0.4
2,0.24975,0.1165,9.30E-06,7,7.5,7,4,1.5,1.5,2,0.4
4,0.84233848,0.0336,0.09279231,14,10,7,7.5,1.5,1,2,0.45
1,4.00E-06,0,8.01E-06,4,7,7,3.5,1.5,1,2,0.4
3,0.4268,0.2451,2.75E-05,12,6.5,7,3,1.5,1.5,2,0.45
1,2.02E-05,0,4.04E-05,4,5,7,3.5,1.5,1.5,2,0.25
1,1.71E-05,0,3.42E-05,4,7.5,7,2.5,1.5,1.5,2,0.4
4,0.98339908,0.2674,0.18339908,9,4.5,7,6.5,1.5,0.5,2,0.2
2,0.20715,0.0881,3.93E-06,1,5,7,7,1.5,1,2,0.15
3,0.4744,0.2808,2.14E-05,2,4.5,7,3.5,1.5,1,2,0.2
4,1,0.1081,0.32473456,8,6,7,3,1.5,0.5,2,0.35
1,6.02E-06,0,1.21E-05,3,7,7,3,1.5,1,2,0.35
2,0.21255,0.0917,4.38E-06,1,9.5,7,3,1.5,0.5,2,0.15
2,0.1722,0.0648,2.53E-06,6,7,7,6,1.5,1,2,0.4
1,3.94E-05,0,7.87E-05,4,5.5,7,2.5,1.5,1.5,2,0.45
1,1.15E-06,0,2.31E-06,1,5,7,6.5,1.5,0.5,2,0.3
4,1,0.1679,0.32473456,23,5.5,7,6,1.5,1.5,2,0.4
1,2.71E-05,0,5.42E-05,7,9.5,7,2,1.5,1.5,2,0.4
4,1,0.1529,0.22049737,19,7.5,7,6,1.5,1.5,2,0.35
1,5.40E-05,0,0.00010807,7,7,7,2,1.5,1.5,2,0.4
1,6.02E-06,0,1.21E-05,11,9.5,7,2.5,1.5,1,2,0.45
2,0.1803,0.0702,3.04E-06,1,6.5,7,4.5,1.5,0.5,2,0.1
4,0.90790424,0.2173,0.10790424,20,10.5,7,5,1.5,0.5,2,0.3
2,0.2418,0.1112,3.28E-06,12,9.5,7,4,1.5,1,2,0.4
4,0.95303624,0.1888,0.15303624,23,9.5,7,5,1.5,1,2,0.4
4,1,0.1335,0.31197721,5,7,7,4.5,1.5,1.5,2,0.15
3,0.39533333,0.2215,7.47E-06,7,4.5,7,4,1.5,0.5,2,0.35
4,1,0.1936,0.26256299,11,4.5,7,4.5,1.5,0.5,2,0.35
4,1,0.2034,0.44206355,7,5,7,5,1.5,1.5,2,0.2
4,0.96486275,0.1263,0.16486275,17,10.5,7,5.5,1.5,1.5,2,0.3
2,0.22725,0.1015,1.95E-06,13,10,7,4,1.5,0.5,2,0.45
1,1.50E-06,0,2.99E-06,5,6,7,6.5,1.5,1,2,0.35
4,1,0.555,0.50570777,19,6.5,7,2.5,1.5,1,2,0.15
2,0.243,0.112,6.00E-06,3,5.5,7,5,1.5,1,2,0.25
2,0.19905,0.0827,1.47E-06,7,6,7,7,1.5,0.5,2,0.3
1,7.38E-06,0,1.48E-05,1,8.5,7,2.5,1.5,1,2,0.15
2,0.2241,0.0994,1.74E-06,5,8.5,7,6,1.5,1,2,0.2
2,0.28935,0.1429,5.77E-06,3,6.5,7,6,1.5,1.5,2,0.2
1,8.00E-07,0,1.59E-06,3,7.5,7,5.5,1.5,0.5,2,0.4
1,1.08E-06,0,2.16E-06,4,4.5,7,7.5,1.5,0.5,2,0.45
1,2.50E-05,0,5.01E-05,9,7.5,7,2,1.5,1,2,0.35
3,0.30306667,0.1523,1.92E-05,7,7.5,7,3,1.5,1.5,2,0.35
2,0.18105,0.0707,2.39E-06,10,7.5,7,4.5,1.5,0.5,2,0.45
1,1.08E-06,0,2.16E-06,1,4.5,7,7.5,1.5,0.5,2,0.4
4,1,0.3867,0.32473456,19,7.5,7,4,1.5,1.5,2,0.35
3,0.4072,0.2304,2.38E-05,13,4.5,7,3.5,1.5,1,2,0.45
2,0.20265,0.0851,1.43E-06,8,9,7,5,1.5,0.5,2,0.4
4,1,0.0001,0.31197721,16,9,7,2.5,1.5,0.5,2,0.4
1,3.89E-06,0,7.79E-06,2,9.5,7,2.5,1.5,0.5,2,0.1
2,0.2058,0.0872,6.10E-07,19,9.5,7,7.5,1.5,0.5,2,0.45
4,1,0.1989,0.24403061,18,8,7,5,1.5,1.5,2,0.4
2,0.22425,0.0995,3.48E-06,4,4,7,6.5,1.5,0.5,2,0.3
2,0.26595,0.1273,6.78E-06,4,6.5,7,4,1.5,1,2,0.25
2,0.27315,0.1321,1.03E-05,1,6,7,5,1.5,1.5,2,0.15
3,0.3252,0.1689,4.50E-06,8,6,7,4,1.5,0.5,2,0.25
3,0.3112,0.1584,7.18E-06,5,4,7,4.5,1.5,0.5,2,0.3
1,6.50E-07,0,1.31E-06,1,9.5,7,5,1.5,0.5,2,0.25
2,0.21135,0.0909,5.64E-06,1,7,7,5.5,1.5,1.5,2,0.15
1,2.02E-06,0,4.04E-06,3,4,7,6,1.5,0.5,2,0.35
4,0.7058196,0.029,0.07572745,10,9.5,7,7.5,1.5,0.5,2,0.45
4,1,0.6207,0.29070152,25,4,7,4.5,1.5,0.5,2,0.25
2,0.19965,0.0831,3.93E-06,3,7.5,7,4.5,1.5,1,2,0.25
2,0.15585,0.0539,1.35E-06,5,9,7,6.5,1.5,1,2,0.25
4,1,0.5779,0.23925824,21,4,7,5.5,1.5,0.5,2,0.1
2,0.27945,0.1363,6.18E-06,7,6,7,4.5,1.5,1,2,0.3
4,0.85875144,0.1525,0.09484393,21,10.5,7,7,1.5,1,2,0.25
2,0.2514,0.1176,1.33E-05,3,6.5,7,4,1.5,1.5,2,0.25
3,0.3256,0.1692,1.92E-05,1,5.5,7,2.5,1.5,0.5,2,0.15
2,0.16965,0.0631,3.48E-06,3,8,7,6,1.5,1.5,2,0.2
1,1.01E-06,0,2.02E-06,1,9,7,7,1.5,1.5,2,0.45
3,0.31093333,0.1582,1.03E-05,6,8,7,2.5,1.5,0.5,2,0.2
2,0.2064,0.0876,8.49E-06,9,9,7,2.5,1.5,0.5,2,0.35
2,0.17685,0.0679,3.59E-06,3,7,7,7,1.5,1.5,2,0.3
1,8.50E-07,0,1.71E-06,1,6.5,7,6,1.5,0.5,2,0.3
4,0.99009032,0.2852,0.19009032,20,7,7,5.5,1.5,1,2,0.3
2,0.20865,0.0891,1.65E-05,8,8,7,3,1.5,1.5,2,0.4
1,0.00021755,0,0.00043509,4,4.5,7,2,1.5,1.5,2,0.45
4,0.96072727,0.0581,0.16072727,6,7.5,7,6,1.5,1,2,0.4
4,1,0.0925,0.26256299,17,6.5,7,6,1.5,1.5,2,0.4
1,9.12E-06,0,1.82E-05,8,10,7,2.5,1.5,1.5,2,0.45
1,7.50E-07,0,1.51E-06,5,5.5,7,7.5,1.5,0.5,2,0.45
4,1,0.226,0.22240526,20,6,7,5.5,1.5,1,2,0.45
4,1,0.4934,0.36426543,14,5,7,4,1.5,1,2,0.1
4,0.93580976,0.2672,0.13580976,20,9.5,7,5.5,1.5,1,2,0.2
4,1,0.4394,0.50570777,23,6.5,7,2.5,1.5,1,2,0.35
2,0.1716,0.0644,2.27E-06,1,5.5,7,6,1.5,0.5,2,0.1
4,1,0.4201,0.50570777,7,5,7,3,1.5,1,2,0.2
3,0.38386667,0.2129,2.70E-05,11,5,7,3,1.5,1,2,0.4
4,0.92376448,0.3077,0.12376448,22,10,7,7.5,1.5,1.5,2,0.15
4,1,0.417,0.30432279,18,8,7,4,1.5,1.5,2,0.15
1,4.65E-06,0,9.30E-06,1,8,7,3,1.5,1,2,0.4
4,0.91265806,0.0471,0.11265806,9,8,7,6,1.5,0.5,2,0.4
1,7.50E-07,0,1.51E-06,2,7,7,6,1.5,0.5,2,0.45
2,0.27855,0.1357,1.28E-05,8,7.5,7,3.5,1.5,1.5,2,0.45
2,0.17175,0.0645,3.59E-06,2,7,7,7,1.5,1.5,2,0.2
1,8.90E-07,0,1.78E-06,1,9,7,7.5,1.5,1.5,2,0.3
2,0.19965,0.0831,1.28E-05,11,7.5,7,3.5,1.5,1.5,2,0.45
1,4.65E-06,0,9.30E-06,5,6.5,7,3.5,1.5,1,2,0.45
1,9.00E-07,0,1.80E-06,2,9.5,7,7,1.5,1.5,2,0.35
1,4.00E-06,0,8.01E-06,2,6,7,4,1.5,1,2,0.25
4,0.96486275,0.2315,0.16486275,21,6,7,5.5,1.5,0.5,2,0.25
3,0.354,0.1905,9.30E-06,5,6,7,3,1.5,0.5,2,0.4
4,0.99556498,0.1758,0.19556498,14,5.5,7,7,1.5,1,2,0.35
4,1,0.2985,0.23925824,17,9,7,4.5,1.5,1.5,2,0.2
1,8.13E-05,0,0.0001626,5,6,7,2,1.5,1.5,2,0.2
1,2.21E-05,0,4.43E-05,1,4,7,3,1.5,1,2,0.45
4,1,0.6274,0.33886861,24,4.5,7,3.5,1.5,0.5,2,0.2
2,0.16635,0.0609,3.42E-06,4,9.5,7,5,1.5,1.5,2,0.25
1,4.50E-07,0,9.10E-07,1,8,7,7,1.5,0.5,2,0.2
4,1,0.5429,0.71181994,7,6.5,7,2,1.5,1,2,0.15
1,1.15E-06,0,2.31E-06,1,5,7,6.5,1.5,0.5,2,0.35
2,0.26025,0.1235,4.02E-06,15,8.5,7,4,1.5,1,2,0.45
1,8.27E-06,0,1.65E-05,4,6,7,4,1.5,1.5,2,0.45
